MSOA21CD,MSOA21NM,nca_name,overlap_percentage,overlap_type,total_employment,agri_soc_121,agri_soc_511,agri_soc_911,total_agri_employment,agri_percentage_121,agri_percentage_511,agri_percentage_911,total_agri_percentage,skill_matched_employment,skill_matched_percentage,C2021_OCC_105_NAME_top_1,C2021_OCC_105_NAME_top_2,C2021_OCC_105_NAME_top_3,C2021_OCC_105_NAME_top_4,C2021_OCC_105_NAME_top_5,OBS_VALUE_top_1,OBS_VALUE_top_2,OBS_VALUE_top_3,OBS_VALUE_top_4,OBS_VALUE_top_5,shannon_diversity,simpson_diversity,effective_occupations,top_1_concentration,top_3_concentration,top_5_concentration,hhi,occupations_over_1pct,occupations_over_2pct,occupations_over_5pct,dominance_ratio,concentration_category
E02003546,Portsmouth 023,South Coast Plain,96.13373512452188,Fully Within,4077,0,20,0,20,0,0.49055678194751046,0,0.49055678194751046,195,4.7829286239882265,231 Teaching and other Educational Professionals,613 Caring Personal Services,821 Road Transport Drivers,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,205,199,181,137,134,4.174807902525751,0.9794828265720543,48.739657219933434,5.028207014961982,14.348785871964681,20.995830267353448,205.17173427945698,37,14,1,1.0301507537688444,Diverse
E02003534,Portsmouth 011,South Coast Plain,100.00000000000733,Fully Within,4719,1,18,4,23,0.021190930281839375,0.3814367450731087,0.0847637211273575,0.48739139648230556,283,5.997033269760543,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,223 Nursing and Midwifery Professionals,263,255,197,179,151,4.130556626090024,0.9782447416383728,45.96589860609701,5.573214664123755,15.151515151515152,22.144522144522146,217.552583616272,36,11,2,1.031372549019608,Diverse
E02003533,Portsmouth 010,South Coast Plain,96.10867969087647,Fully Within,2791,0,11,2,13,0,0.39412396990326043,0.07165890361877462,0.46578287352203507,209,7.48835542816195,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,821 Road Transport Drivers,531 Construction and Building Trades,223,136,130,123,121,4.066838763025817,0.9747708539027464,39.63669623003455,7.989967753493371,17.5206019347904,26.262988176280906,252.29146097253533,37,13,1,1.6397058823529411,Diverse
E02003535,Portsmouth 012,South Coast Plain,100.00000000000627,Fully Within,4995,0,22,1,23,0,0.44044044044044045,0.02002002002002002,0.4604604604604604,366,7.327327327327328,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,339,309,203,202,194,4.100350721174224,0.9761819477134792,41.984961153432586,6.786786786786787,17.037037037037038,24.964964964964967,238.18052286520754,34,10,2,1.0970873786407767,Diverse
E02003543,Portsmouth 020,South Coast Plain,99.99999999998501,Fully Within,4111,0,15,1,16,0,0.36487472634395524,0.024324981756263683,0.3891997081002189,174,4.232546825589881,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,926 Other Elementary Services Occupations,231 Teaching and other Educational Professionals,821 Road Transport Drivers,300,281,244,186,155,4.0591521250798905,0.9736160632688574,37.90184953027269,7.297494526879104,20.068109948917538,28.362928727803453,263.8393673114256,33,10,3,1.0676156583629894,Concentrated (20%+ in top 3)
E02006976,Portsmouth 028,South Coast Plain,100.00000000000762,Fully Within,1811,0,5,2,7,0,0.27609055770292656,0.11043622308117064,0.3865267807840972,105,5.797901711761458,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,922 Elementary Cleaning Occupations,926 Other Elementary Services Occupations,821 Road Transport Drivers,164,160,136,108,102,3.807096554499033,0.9629111744566078,26.962298895931468,9.05577029265599,25.400331308669244,36.99613473219216,370.8882554339226,29,9,5,1.0250000000000001,Concentrated (20%+ in top 3)
E02003538,Portsmouth 015,South Coast Plain,99.99999999998936,Fully Within,5037,1,14,2,17,0.019853087155052608,0.2779432201707365,0.039706174310105216,0.3375024816358944,355,7.047845940043677,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,922 Elementary Cleaning Occupations,926 Other Elementary Services Occupations,403,316,237,222,181,4.061224018870375,0.9741603616265248,38.70023200582074,8.000794123486202,18.979551320230296,26.980345443716498,258.39638373475236,35,12,2,1.2753164556962027,Diverse
E02003547,Portsmouth 024,South Coast Plain,97.7166653319077,Fully Within,3894,1,12,0,13,0.025680534155110426,0.30816640986132515,0,0.3338469440164355,112,2.8762198253723676,231 Teaching and other Educational Professionals,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,213 Information Technology Professionals,113 Functional Managers and Directors,210,166,166,149,146,4.129083498668751,0.9787412132871901,47.03937310765871,5.3929121725731894,13.91884951206985,21.49460708782743,212.5878671280985,36,14,1,1.2650602409638554,Diverse
E02003532,Portsmouth 009,South Coast Plain,99.99378570081657,Fully Within,4106,1,8,4,13,0.024354603019970774,0.1948368241597662,0.0974184120798831,0.31660983925962005,225,5.479785679493424,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,223 Nursing and Midwifery Professionals,821 Road Transport Drivers,531 Construction and Building Trades,283,208,171,159,153,4.121389826723044,0.977091844494021,43.65257603297654,6.892352654651729,16.12274719922065,23.721383341451535,229.08155505979036,35,12,2,1.360576923076923,Diverse
E02006975,Portsmouth 027,South Coast Plain,99.16329490590968,Fully Within,2707,0,0,5,5,0,0,0.1847063169560399,0.1847063169560399,118,4.359069080162541,711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,926 Other Elementary Services Occupations,922 Elementary Cleaning Occupations,821 Road Transport Drivers,306,248,207,138,91,3.829741515759867,0.9610342680369096,25.66357539355946,11.304026597709642,28.112301440709274,36.5718507572959,389.65731963090394,25,9,4,1.2338709677419355,Highly Concentrated (10%+ in 1 occupation)
E02006542,Arun 001,South Coast Plain,20.36002585966969,Partially Within,2680,21,83,23,127,0.7835820895522387,3.0970149253731343,0.8582089552238806,4.7388059701492535,92,3.4328358208955225,113 Functional Managers and Directors,613 Caring Personal Services,125 Managers and Proprietors in Other Services,"355 Sales, Marketing and Related Associate Professionals",711 Sales Assistants and Retail Cashiers,115,101,98,98,98,4.2189756584543225,0.9805349186901314,51.374046893552496,4.291044776119403,11.716417910447761,19.029850746268657,194.65081309868566,31,15,0,1.1386138613861385,Diverse
E02006567,Chichester 007,South Coast Plain,30.500081797154188,Partially Within,3645,36,105,18,159,0.9876543209876543,2.880658436213992,0.49382716049382713,4.362139917695473,129,3.539094650205761,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,125 Managers and Proprietors in Other Services,165,144,138,138,133,4.222192556966958,0.9806227219954802,51.606835581692536,4.526748971193416,12.263374485596708,19.69821673525377,193.7727800451979,33,15,0,1.1458333333333335,Diverse
E02006566,Chichester 006,South Coast Plain,22.622100424302822,Partially Within,3541,19,106,21,146,0.5365715899463428,2.99350465970065,0.5930528099406948,4.123129059587687,155,4.37729454956227,113 Functional Managers and Directors,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,125 Managers and Proprietors in Other Services,179,162,151,133,115,4.2013382270529105,0.9797890224657602,49.478062023763016,5.0550691894944935,13.894380118610561,20.898051397910194,202.10977534239845,31,14,1,1.1049382716049383,Diverse
E02006543,Arun 002,South Coast Plain,17.778139027388985,Partially Within,2580,23,62,9,94,0.8914728682170543,2.4031007751937983,0.3488372093023256,3.643410852713178,122,4.728682170542635,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,113 Functional Managers and Directors,112 Production Managers and Directors,139,110,109,90,80,4.2152202465870525,0.9802301544378342,50.58208456184079,5.387596899224807,13.875968992248062,20.46511627906977,197.69845562165736,34,15,1,1.2636363636363637,Diverse
E02006622,Worthing 002,South Coast Plain,87.90976659295919,Partially Within,3641,4,46,4,54,0.10985992859104642,1.2633891787970337,0.10985992859104642,1.4831090359791266,141,3.872562482834386,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,531 Construction and Building Trades,231 Teaching and other Educational Professionals,199,166,165,153,115,4.16623660731081,0.9788415540578511,47.262450311057236,5.465531447404559,14.55644053831365,21.91705575391376,211.58445942148836,32,14,1,1.1987951807228916,Diverse
E02004770,Havant 009,South Coast Plain,58.51920278969541,Partially Within,3045,4,32,9,45,0.13136288998357964,1.0509031198686372,0.2955665024630542,1.477832512315271,205,6.732348111658457,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,922 Elementary Cleaning Occupations,238,225,173,134,124,4.008280544010008,0.9720620899965218,35.793658146779855,7.816091954022989,20.88669950738916,29.35960591133005,279.379100034782,36,11,3,1.0577777777777777,Concentrated (20%+ in top 3)
E02004724,Eastleigh 013,South Coast Plain,32.04023243251254,Partially Within,5132,6,52,10,68,0.11691348402182386,1.0132501948558068,0.19485580670303976,1.3250194855806703,216,4.208885424785659,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,821 Road Transport Drivers,224,219,201,166,165,4.216717129080094,0.9808215108660588,52.14175074042984,4.364770070148091,12.548713951675762,18.998441153546374,191.7848913394112,35,14,0,1.0228310502283104,Diverse
E02006539,Adur 006,South Coast Plain,30.487052695070748,Partially Within,3332,3,35,5,43,0.09003601440576231,1.050420168067227,0.15006002400960386,1.290516206482593,176,5.282112845138055,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,412 Administrative Occupations: Finance,821 Road Transport Drivers,250,197,143,98,98,4.108452457063041,0.9764014849637334,42.37554771828577,7.503001200480192,17.707082833133253,23.589435774309724,235.98515036266608,33,15,2,1.2690355329949239,Diverse
E02004771,Havant 010,South Coast Plain,89.64089351544258,Partially Within,3930,5,38,4,47,0.1272264631043257,0.9669211195928753,0.10178117048346055,1.1959287531806615,335,8.524173027989821,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,821 Road Transport Drivers,345,285,204,166,152,4.023147100226428,0.9719016633322326,35.589295260567404,8.778625954198473,21.221374045801525,29.312977099236644,280.98336667767353,36,11,3,1.2105263157894737,Concentrated (20%+ in top 3)
E02003524,Portsmouth 001,South Coast Plain,75.30129714400866,Partially Within,3596,4,31,5,40,0.11123470522803114,0.8620689655172413,0.13904338153503892,1.1123470522803114,240,6.674082313681868,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,821 Road Transport Drivers,319,250,206,175,147,3.97418390169335,0.9699841066764332,33.31568343544373,8.870967741935484,21.551724137931032,30.506117908787544,300.15893323566786,32,10,3,1.2760000000000002,Concentrated (20%+ in top 3)
E02006538,Adur 005,South Coast Plain,88.47452277636977,Partially Within,4448,8,38,2,48,0.1798561151079137,0.85431654676259,0.04496402877697842,1.079136690647482,151,3.39478417266187,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,613 Caring Personal Services,219,196,180,170,164,4.170758472479964,0.9795267091183169,48.844126026396225,4.923561151079136,13.376798561151078,20.885791366906474,204.7329088168314,35,14,0,1.1173469387755102,Diverse
E02004769,Havant 008,South Coast Plain,11.669414724039457,Partially Within,2725,0,27,1,28,0,0.9908256880733944,0.03669724770642202,1.0275229357798166,218,8,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,821 Road Transport Drivers,254,195,146,119,114,3.970761470956424,0.9698200488174397,33.134579772874325,9.321100917431192,21.834862385321102,30.38532110091743,301.79951182560393,27,12,3,1.3025641025641024,Concentrated (20%+ in top 3)
E02006624,Worthing 004,South Coast Plain,26.192978973176885,Partially Within,3709,3,32,3,38,0.08088433540037746,0.8627662442706929,0.08088433540037746,1.0245349150714478,119,3.2084119708816394,113 Functional Managers and Directors,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,213 Information Technology Professionals,231 Teaching and other Educational Professionals,177,167,151,141,138,4.160022457172417,0.9791321031577311,47.92049757378785,4.77217578862227,13.34591534106228,20.868158533297386,208.6789684226886,35,12,0,1.0598802395209581,Diverse
E02006822,Havant 018,South Coast Plain,72.0608929843193,Partially Within,4521,1,40,5,46,0.022119000221190004,0.8847600088476002,0.11059500110595002,1.01747401017474,189,4.180491041804911,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,112 Production Managers and Directors,253,230,228,148,139,4.162182132702671,0.9786561188243846,46.85183504218844,5.59610705596107,15.726609157266092,22.074762220747623,213.4388117561532,33,13,3,1.1,Diverse
E02004736,Fareham 010,South Coast Plain,94.98895022819511,Partially Within,3872,3,31,3,37,0.07747933884297521,0.8006198347107437,0.07747933884297521,0.9555785123966941,125,3.2283057851239665,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,169,169,152,139,128,4.17302474985562,0.9798378963612459,49.59799919279604,4.364669421487603,12.65495867768595,19.550619834710744,201.62103638754184,34,13,0,1,Diverse
E02006535,Adur 002,South Coast Plain,11.163674409814076,Partially Within,3355,3,28,0,31,0.08941877794336811,0.834575260804769,0,0.9239940387481372,134,3.994038748137109,113 Functional Managers and Directors,711 Sales Assistants and Retail Cashiers,231 Teaching and other Educational Professionals,613 Caring Personal Services,"355 Sales, Marketing and Related Associate Professionals",172,141,138,123,116,4.164186445591292,0.9793574552295327,48.44363963452161,5.126676602086438,13.442622950819672,20.566318926974663,206.42544770467373,36,15,1,1.219858156028369,Diverse
E02003511,Brighton and Hove 021,South Coast Plain,63.426836481749845,Partially Within,4433,2,33,5,40,0.04511617414843221,0.7444168734491315,0.11279043537108054,0.9023234829686443,111,2.5039476652379875,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,"341 Artistic, Literary and Media Occupations",230,224,172,167,142,4.139344896463405,0.9787581999511589,47.07698960072634,5.188360027069704,14.121362508459285,21.09181141439206,212.41800048841083,33,14,2,1.0267857142857142,Diverse
E02004730,Fareham 004,South Coast Plain,12.410668699448907,Partially Within,4101,6,27,4,37,0.1463057790782736,0.6583760058522311,0.0975371860521824,0.9022189709826871,136,3.3162643257742013,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,213 Information Technology Professionals,613 Caring Personal Services,180,180,165,153,133,4.169956562772074,0.9796161908161283,49.05854401302145,4.389173372348208,12.801755669348939,19.775664472079978,203.83809183871688,33,18,0,1,Diverse
E02004726,Eastleigh 015,South Coast Plain,89.24892083817831,Partially Within,3048,2,19,5,26,0.06561679790026247,0.6233595800524935,0.16404199475065617,0.8530183727034121,123,4.035433070866142,113 Functional Managers and Directors,112 Production Managers and Directors,125 Managers and Proprietors in Other Services,711 Sales Assistants and Retail Cashiers,"355 Sales, Marketing and Related Associate Professionals",147,108,105,105,102,4.20774623807422,0.9808088088398399,52.10723980885289,4.822834645669291,11.811023622047244,18.60236220472441,191.911911601601,36,11,0,1.3611111111111112,Diverse
E02004734,Fareham 008,South Coast Plain,93.230033580868,Partially Within,5102,3,38,2,43,0.058800470403763225,0.7448059584476676,0.03920031360250882,0.8428067424539396,209,4.0964327714621716,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,213 Information Technology Professionals,231 Teaching and other Educational Professionals,243,225,186,172,165,4.182030243983974,0.979983022929648,49.95759332117839,4.762838102704822,12.818502548020383,19.42375539004312,200.16977070352038,34,14,0,1.08,Diverse
E02004772,Havant 011,South Coast Plain,13.237133229171297,Partially Within,4657,3,30,4,37,0.06441915396177797,0.6441915396177796,0.08589220528237063,0.7945028988619284,188,4.036933648271419,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,112 Production Managers and Directors,113 Functional Managers and Directors,246,234,227,146,144,4.15497439554069,0.978746843422263,47.05183422247582,5.282370624865793,15.181447283659008,21.408632166630877,212.5315657773694,34,17,2,1.0512820512820513,Diverse
E02003526,Portsmouth 003,South Coast Plain,76.8611436044534,Partially Within,3124,2,21,1,24,0.06402048655569782,0.6722151088348272,0.03201024327784891,0.7682458386683738,92,2.9449423815621,711 Sales Assistants and Retail Cashiers,112 Production Managers and Directors,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,223 Nursing and Midwifery Professionals,145,135,132,131,120,4.1472203835217964,0.9786879816906326,46.92188161083119,4.641485275288092,13.188220230473751,21.222791293213827,213.12018309367318,32,14,0,1.0740740740740742,Diverse
E02003513,Brighton and Hove 023,South Coast Plain,50.41621124646441,Partially Within,3004,4,18,0,22,0.13315579227696406,0.5992010652463382,0,0.7323568575233023,73,2.430093209054594,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,125 Managers and Proprietors in Other Services,"355 Sales, Marketing and Related Associate Professionals",613 Caring Personal Services,227,156,142,107,100,4.072825310077911,0.9756500874998448,41.0679093813429,7.55659121171771,17.476697736351532,24.36750998668442,243.49912500155142,35,11,2,1.455128205128205,Diverse
E02003536,Portsmouth 013,South Coast Plain,92.84354588220273,Partially Within,2769,1,16,3,20,0.03611412062116288,0.577825929938606,0.10834236186348861,0.7222824124232575,212,7.65619357168653,613 Caring Personal Services,922 Elementary Cleaning Occupations,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,926 Other Elementary Services Occupations,267,220,195,181,146,3.8270390485440404,0.9629482686415834,26.989292088042834,9.642470205850486,24.629830263633078,36.43914770675334,370.5173135841654,23,10,5,1.2136363636363636,Concentrated (20%+ in top 3)
E02003527,Portsmouth 004,South Coast Plain,93.64482086409387,Partially Within,3149,4,14,2,20,0.12702445220704986,0.4445855827246745,0.06351222610352493,0.6351222610352493,139,4.4140997141949825,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,223 Nursing and Midwifery Professionals,922 Elementary Cleaning Occupations,174,164,119,103,100,4.146678399584222,0.9787266312976108,47.00712961777854,5.525563671006669,14.512543664655448,20.959034614163226,212.73368702389152,34,16,2,1.0609756097560976,Diverse
E02004727,Fareham 001,South Coast Plain,57.55054821644159,Partially Within,5395,9,21,1,31,0.16682113067655235,0.38924930491195553,0.018535681186283594,0.5746061167747915,145,2.6876737720111215,113 Functional Managers and Directors,"355 Sales, Marketing and Related Associate Professionals",231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,213 Information Technology Professionals,346,226,213,211,206,4.140372835807932,0.9780504208321129,45.55896003067941,6.413345690454124,14.550509731232623,22.27988878591288,219.49579167887063,32,15,1,1.5309734513274336,Diverse
E02003516,Brighton and Hove 026,South Coast Plain,41.1767736637587,Partially Within,5228,4,23,1,28,0.07651109410864575,0.4399387911247131,0.019127773527161437,0.5355776587605203,85,1.6258607498087223,231 Teaching and other Educational Professionals,"341 Artistic, Literary and Media Occupations",213 Information Technology Professionals,"355 Sales, Marketing and Related Associate Professionals",113 Functional Managers and Directors,295,251,239,234,228,4.0632449945724876,0.9762831706618883,42.16415211931604,5.642693190512625,15.01530221882173,23.852333588370314,237.16829338111717,35,12,1,1.1752988047808766,Diverse
E02003525,Portsmouth 002,South Coast Plain,85.37745449987901,Partially Within,2910,0,14,1,15,0,0.48109965635738833,0.03436426116838488,0.5154639175257731,202,6.941580756013746,223 Nursing and Midwifery Professionals,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,922 Elementary Cleaning Occupations,531 Construction and Building Trades,284,259,169,154,136,3.8901430782068314,0.9651201568238448,28.669853673070023,9.759450171821307,24.467353951890036,34.43298969072165,348.79843176155214,28,9,4,1.0965250965250966,Concentrated (20%+ in top 3)
E02003519,Brighton and Hove 029,South Coast Plain,71.46421373906115,Partially Within,5320,1,19,4,24,0.01879699248120301,0.35714285714285715,0.07518796992481204,0.4511278195488722,101,1.8984962406015038,"341 Artistic, Literary and Media Occupations","355 Sales, Marketing and Related Associate Professionals",926 Other Elementary Services Occupations,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,305,274,263,245,224,4.0385182880067445,0.9752746056871502,40.44424882964555,5.733082706766917,15.827067669172932,24.642857142857142,247.25394312849792,33,12,2,1.1131386861313868,Diverse
E02003518,Brighton and Hove 028,South Coast Plain,85.37913328763852,Partially Within,4221,2,14,1,17,0.04738213693437574,0.33167495854063017,0.02369106846718787,0.40274816394219376,94,2.22696043591566,113 Functional Managers and Directors,231 Teaching and other Educational Professionals,"341 Artistic, Literary and Media Occupations","355 Sales, Marketing and Related Associate Professionals",613 Caring Personal Services,241,231,188,173,162,4.083426665398422,0.9768135664453648,43.12866822073593,5.709547500592277,15.636105188343997,23.572613124851934,231.86433554635192,36,12,2,1.0432900432900434,Diverse
E02006263,Mid Suffolk 003,South Norfolk and High Suffolk Claylands,99.99999999999996,Fully Within,3455,69,195,69,333,1.9971056439942112,5.643994211287988,1.9971056439942112,9.638205499276411,179,5.180897250361795,511 Agricultural and Related Trades,531 Construction and Building Trades,231 Teaching and other Educational Professionals,821 Road Transport Drivers,112 Production Managers and Directors,195,144,120,118,117,4.171317746416669,0.9790903512391069,47.82481099683893,5.643994211287988,13.285094066570188,20.086830680173662,209.09648760893106,31,14,1,1.3541666666666667,Diverse
E02006261,Mid Suffolk 001,South Norfolk and High Suffolk Claylands,99.9999999999999,Fully Within,3530,54,167,43,264,1.529745042492918,4.730878186968838,1.2181303116147308,7.478753541076487,190,5.382436260623229,511 Agricultural and Related Trades,613 Caring Personal Services,113 Functional Managers and Directors,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,167,167,126,123,113,4.205470025867149,0.9801089808922309,50.273944968934074,4.730878186968838,13.031161473087819,19.716713881019828,198.91019107769102,30,14,0,1,Diverse
E02005610,South Norfolk 014,South Norfolk and High Suffolk Claylands,99.99999999999932,Fully Within,3832,53,143,72,268,1.383089770354906,3.731732776617954,1.8789144050104383,6.993736951983298,182,4.749478079331942,613 Caring Personal Services,531 Construction and Building Trades,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,113 Functional Managers and Directors,208,159,158,158,143,4.169055807858432,0.9786986360327927,46.945350614142214,5.427974947807933,13.700417536534449,21.555323590814197,213.01363967207254,30,14,1,1.3081761006289307,Diverse
E02006262,Mid Suffolk 002,South Norfolk and High Suffolk Claylands,99.9999999999995,Fully Within,4214,52,164,50,266,1.2339819648789747,3.8917892738490742,1.1865211200759374,6.312292358803987,223,5.291884195538681,531 Construction and Building Trades,613 Caring Personal Services,113 Functional Managers and Directors,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,172,172,167,164,164,4.205444802914324,0.9800495511943036,50.12418566315529,4.081632653061225,12.12624584717608,19.909824394874228,199.5044880569638,30,14,0,1,Diverse
E02006288,East Suffolk 017,South Norfolk and High Suffolk Claylands,98.14107135451621,Fully Within,4505,55,176,45,276,1.2208657047724751,3.90677025527192,0.9988901220865706,6.126526082130965,191,4.239733629300777,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,511 Agricultural and Related Trades,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,191,185,176,175,169,4.19681479393342,0.980044124114161,50.110554190689,4.239733629300777,12.253052164261932,19.889012208657046,199.55875885839018,31,14,0,1.0324324324324323,Diverse
E02005609,South Norfolk 013,South Norfolk and High Suffolk Claylands,99.99999999999832,Fully Within,3333,46,110,36,192,1.3801380138013801,3.3003300330033,1.08010801080108,5.7605760576057605,197,5.9105910591059105,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,821 Road Transport Drivers,511 Agricultural and Related Trades,191,149,128,114,110,4.19593957328305,0.9796785259083964,49.20902861142242,5.7305730573057305,14.041404140414043,20.762076207620762,203.21474091603582,36,14,1,1.2818791946308725,Diverse
E02005607,South Norfolk 011,South Norfolk and High Suffolk Claylands,99.99999999999942,Fully Within,5648,51,167,41,259,0.9029745042492918,2.9567988668555243,0.7259206798866855,4.585694050991501,297,5.258498583569405,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,299,246,188,181,179,4.228519626215005,0.9805682800800906,51.462248535983356,5.293909348441926,12.978045325779036,19.35198300283286,194.31719919909474,33,15,1,1.2154471544715446,Diverse
E02006264,Mid Suffolk 004,South Norfolk and High Suffolk Claylands,99.99999999999898,Fully Within,4474,31,74,30,135,0.6928922664282521,1.6540008940545372,0.6705409029950827,3.017434063477872,226,5.051408135896289,231 Teaching and other Educational Professionals,113 Functional Managers and Directors,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,185,181,166,162,160,4.2373134554779925,0.9810980604372075,52.90462371218488,4.135002235136343,11.890925346446132,19.088064371926688,189.01939562792543,32,15,0,1.022099447513812,Diverse
E02005611,South Norfolk 015,South Norfolk and High Suffolk Claylands,100.00000000000064,Fully Within,5215,6,84,62,152,0.11505273250239692,1.6107382550335572,1.1888782358581016,2.9146692233940557,427,8.187919463087248,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,531 Construction and Building Trades,922 Elementary Cleaning Occupations,326,316,273,175,161,4.139677034432041,0.9772015049882842,43.86254441295867,6.251198465963567,17.545541706615534,23.98849472674976,227.9849501171578,32,14,3,1.0316455696202533,Diverse
E02005513,Breckland 011,South Norfolk and High Suffolk Claylands,100.0000000000024,Fully Within,5238,24,63,62,149,0.45819014891179843,1.202749140893471,1.1836578846888126,2.8445971744940817,403,7.693776250477281,613 Caring Personal Services,711 Sales Assistants and Retail Cashiers,821 Road Transport Drivers,922 Elementary Cleaning Occupations,231 Teaching and other Educational Professionals,332,237,209,167,162,4.189065561601709,0.979219032765086,48.12095552125719,6.3382970599465445,14.852997327224132,21.1340206185567,207.8096723491401,35,15,1,1.40084388185654,Diverse
E02005603,South Norfolk 007,South Norfolk and High Suffolk Claylands,99.999999999995,Fully Within,6566,18,74,17,109,0.27413950654888825,1.1270179713676516,0.2589095339628389,1.6600670118793786,245,3.731343283582089,613 Caring Personal Services,231 Teaching and other Educational Professionals,711 Sales Assistants and Retail Cashiers,113 Functional Managers and Directors,223 Nursing and Midwifery Professionals,339,298,298,221,186,4.19469028378301,0.9799655579017764,49.914042781788794,5.162960706670728,14.240024367956138,20.43862321047822,200.34442098223536,34,14,1,1.1375838926174495,Diverse
E02006287,East Suffolk 016,South Norfolk and High Suffolk Claylands,59.52588201246907,Partially Within,2620,53,155,31,239,2.0229007633587788,5.916030534351145,1.183206106870229,9.122137404580153,113,4.312977099236641,511 Agricultural and Related Trades,531 Construction and Building Trades,"341 Artistic, Literary and Media Occupations",711 Sales Assistants and Retail Cashiers,613 Caring Personal Services,155,110,106,99,95,4.147426240612429,0.9780913116951226,45.64399228672119,5.916030534351145,14.160305343511451,21.564885496183205,219.0868830487734,27,14,1,1.4090909090909092,Diverse
E02006314,East Suffolk 013,South Norfolk and High Suffolk Claylands,93.58906582387036,Partially Within,3224,36,133,63,232,1.1166253101736971,4.125310173697271,1.9540942928039702,7.196029776674938,242,7.506203473945409,613 Caring Personal Services,511 Agricultural and Related Trades,711 Sales Assistants and Retail Cashiers,531 Construction and Building Trades,231 Teaching and other Educational Professionals,218,133,128,108,93,4.210384758870729,0.9795843364591864,48.98199845431755,6.7617866004962774,14.857320099255583,21.09181141439206,204.15663540813622,36,11,1,1.6390977443609023,Diverse
